input,output,se_order
"saya pesan 2 kamar , kamar mandi nya bau kurang enak , dikamar saya ada bathtub tetapi sudah rusak tidak dipakai , hot shower tidak ada .| aspek : <extra_id_0>",<extra_id_0> kamar mandi nya ; <extra_id_1> bathtub ; <extra_id_2> hot shower,a
"semuanya bagus dan bersih .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> semuanya <extra_id_1> positive,as
"kamar lumayan baik , tempat strategis di antara tunjungan plaza dan grand kota mall .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive ; <extra_id_2> tempat <extra_id_3> positive,as
"bagus , keren .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> bagus ; <extra_id_2> NULL <extra_id_3> keren,ao
"nyamuk banyak sekali , berisik , kamar tidak sesuai gambar , cuma di sediakan sabun batangan , kasur kotor , lantai seperti ada rumah semut dan selimut kecil dan tipis .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> nyamuk banyak <extra_id_2> negative ; <extra_id_3> kamar <extra_id_4> berisik <extra_id_5> negative ; <extra_id_6> kamar <extra_id_7> tidak sesuai gambar <extra_id_8> negative ; <extra_id_9> kasur <extra_id_10> kotor <extra_id_11> negative ; <extra_id_12> selimut <extra_id_13> kecil <extra_id_14> negative ; <extra_id_15> selimut <extra_id_16> tipis <extra_id_17> negative,aos
"tempatnya nyaman , bersih , tempo dulu banget .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> tempatnya <extra_id_1> nyaman <extra_id_2> positive ; <extra_id_3> tempatnya <extra_id_4> bersih <extra_id_5> positive,aos
"kamar bersih , air lancar . pelayanan bagus .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> lancar ; <extra_id_2> bagus,o
"hotel yang sudah agak tua , dan sedikit menyeramkan . tetapi harga sangat murah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> hotel <extra_id_1> agak tua ; <extra_id_2> hotel <extra_id_3> sedikit menyeramkan ; <extra_id_4> harga <extra_id_5> sangat murah,ao
bau . kotor banyak semut .| opini : <extra_id_0>,<extra_id_0> bau ; <extra_id_1> kotor ; <extra_id_2> banyak semut,o
cukup nyaman .| opini : <extra_id_0>,<extra_id_0> cukup nyaman,o
"ekspresi pertama masuk kamar . seperti tidak pernah ditempat . furniturenya tua , tv tabung warna berubah - ubah . pelayanan ramah , tetapi seprai 3 hari menginap tidak diganti . wifi kencang . malam banyak binatang , susah tidur karena gatal .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> furniturenya <extra_id_1> tua ; <extra_id_2> pelayanan <extra_id_3> ramah ; <extra_id_4> seprai <extra_id_5> tidak diganti ; <extra_id_6> wifi <extra_id_7> kencang,ao
"terbaik ruangan , fasilitas dan servis nya buat tidak ingin check out .| opini : <extra_id_0>",<extra_id_0> terbaik,o
"kamar bersih , rapi . kamar mandi perlu perawatan extra .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> bersih ; <extra_id_2> kamar <extra_id_3> rapi ; <extra_id_4> kamar mandi <extra_id_5> perlu perawatan extra,ao
"kamar bersih , nyaman , lokasi ke dekat mall dan lainlain .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive,as
peralatan kamar mandi kurang lengkap .| aspek : <extra_id_0>,<extra_id_0> peralatan kamar mandi,a
"buruk pelayan dari resepsionis , sangat kecewa serta cukup 1x menginap tidak akan untuk selanjutnya . pesan untuk resepsionis : mmg saya menginap tidak membayar ! sopan santun sedikit terhadap tamu menginap .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayan <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> negative,as
"saran sih , kayaknya sebelum cust masuk kamar bisa di cek dulu kamarnya , kecoak di kamar mandi aku hitung ada 4 so farr yang lain bagus , tempat tidur nyaman , tetapi kayaknya selimut bekas belum cuci iya . hmm sesuai sih harga murah kali iya .| opini : <extra_id_0>",<extra_id_0> bagus ; <extra_id_1> nyaman ; <extra_id_2> bekas belum cuci ; <extra_id_3> murah,o
"lokasi strategist dan kamar lumayan nyaman , penampilan kusam karena usia bangunan .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> lokasi <extra_id_1> strategist ; <extra_id_2> kamar <extra_id_3> lumayan nyaman,ao
"cukup baik , lokasi sangat strategis .| aspek : <extra_id_0>",<extra_id_0> lokasi ; <extra_id_1> NULL,a
"lantai 3 tidak ada lift , tidak ada sampo sabun , tidak ada itemitem airy .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lift <extra_id_1> negative ; <extra_id_2> sampo <extra_id_3> negative ; <extra_id_4> sabun <extra_id_5> negative ; <extra_id_6> itemitem airy <extra_id_7> negative,as
"kamarnya bersih dan rapi , kamar mandinya juga bersih dan tidak bau , pelayanannya bagus . sudah full ac dan sarapan juga , semoga kedepannya semakin bagus lagi .| aspek : <extra_id_0>",<extra_id_0> kamarnya ; <extra_id_1> kamar mandinya ; <extra_id_2> pelayanannya,a
"baik cuma air menggenang di kamar mandi .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar mandi <extra_id_1> menggenang ; <extra_id_2> NULL <extra_id_3> baik,ao
nyaman banget pokoknya top banget airy room .| opini : <extra_id_0>,<extra_id_0> top ; <extra_id_1> nyaman banget,o
"tempat yag bagus dan nyaman untuk istirahat tetapi tolong tvnya perlu di perbaiki channelnya karena banyak semutnya digambar dan water heaternya tidak bisa jadi mandi air dingin terus .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> tempat <extra_id_1> positive ; <extra_id_2> tvnya <extra_id_3> positive ; <extra_id_4> water heaternya <extra_id_5> negative,as
"kalau itinerary ke seputaran seminyak , tempat nya oke dan relatif dekat kemanamana . kamar mandi perlu ditingkatkan kebersihan nya , selain itu oke .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> tempat nya <extra_id_1> oke ; <extra_id_2> kebersihan nya <extra_id_3> perlu ditingkatkan ; <extra_id_4> selain itu <extra_id_5> oke,ao
oke dengan harga kamarnya .| opini : <extra_id_0>,<extra_id_0> oke,o
"kamarnya bersih , tidak mengecewakan , strategis untuk kemanamana .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> tidak mengecewakan ; <extra_id_2> strategis,o
"fasilitas tv tidak ada chanelnya , tidak ada selimut , tidur tidak nyenyak karena banyak nyamuk . mohon fasilitasnya diperbaiki . terimakasih .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> fasilitas tv <extra_id_1> negative ; <extra_id_2> selimut <extra_id_3> negative ; <extra_id_4> fasilitasnya <extra_id_5> negative,as
"overall bagus . terjangkau . kapan kapam inap di airy room lagi deh .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> overall <extra_id_1> bagus ; <extra_id_2> NULL <extra_id_3> terjangkau,ao
"lumayan nyaman cuma fasilitas nya kurang .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> fasilitas nya <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> positive,as
"bagus . pelayanannya baik .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanannya <extra_id_1> baik <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> bagus <extra_id_5> positive,aos
"sayang tidak ada tisu dikamar dan kamar mandi sedikit bau .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> tisu <extra_id_1> tidak ada ; <extra_id_2> kamar mandi <extra_id_3> sedikit bau,ao
"aman dan nyaman .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
"kamarnya bersih , rapi , alat mandi lengkap , dan disediakan makanan ringan di dalam kamar . sarapan roti dan minuman seduh sendiri . sangat direkomendasi buat yang budget minimal . terimakasih .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamarnya <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> kamarnya <extra_id_4> rapi <extra_id_5> positive ; <extra_id_6> alat mandi <extra_id_7> lengkap <extra_id_8> positive ; <extra_id_9> makanan ringan <extra_id_10> disediakan <extra_id_11> positive ; <extra_id_12> NULL <extra_id_13> sangat direkomendasi <extra_id_14> positive,aos
"desainnya suka bali banget , makanan murah tetapi lumayan lama sampainya , dan wc nya agak seram sih dan kotor juga wc nya pasir di mana - mana . posisi nyaman sih tetapi hotelnya buat santaisantai di kursi depan .| aspek : <extra_id_0>",<extra_id_0> desainnya ; <extra_id_1> makanan ; <extra_id_2> wc nya ; <extra_id_3> posisi,a
"lumayan bagus . disarankan untuk mengganti spring bednya karena sudah lembek .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> spring bednya <extra_id_1> lembek ; <extra_id_2> NULL <extra_id_3> lumayan bagus,ao
"tolong jika hotel sedang di renovasi jangan ' dijual ' dulu , pihak airy sebaiknya mengecek , evaluasi dan monitoring hotelhotel yang bekerjasama dengan airy . hotel ini karena adanya aktivitas tenovasi jadi kotor dan berdebu , mulai dari lobi , tangga sampai ke koridor depan kamar . apalagi kondisi tangganya yang kotor , kusam dan berdebu dan seram .| aspek : <extra_id_0>",<extra_id_0> lobi ; <extra_id_1> tangga ; <extra_id_2> koridor depan kamar ; <extra_id_3> tangganya,a
"bersama temanteman menginap di beberapa kamar dengan airy , ada handuk yang bau , lorong menuju kamar bau rokok , ada selimut yang kotor , ada bantal airy biru bau keringat , tempat makan outdoor juga tidak bebas rokok padahal banyak anak - anak , wifi oke banget .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> handuk <extra_id_1> bau <extra_id_2> negative ; <extra_id_3> lorong <extra_id_4> bau rokok <extra_id_5> negative ; <extra_id_6> selimut <extra_id_7> kotor <extra_id_8> negative ; <extra_id_9> bantal airy biru <extra_id_10> bau keringat <extra_id_11> negative ; <extra_id_12> tempat makan outdoor <extra_id_13> tidak bebas rokok <extra_id_14> negative ; <extra_id_15> wifi <extra_id_16> oke banget <extra_id_17> positive,aos
"hotel dan suasana semuanya cukup baik , staf baik . hari pertama dapat kamar di lantai atas tidak ada wifi tetapi air panas lancar , debu cukup tebal dimeja dll. pindah ke kamar balconya wifi lumayan ada connection tetapi tidak ada air panas .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> hotel <extra_id_1> cukup baik <extra_id_2> positive ; <extra_id_3> suasana semuanya <extra_id_4> cukup baik <extra_id_5> positive ; <extra_id_6> staf <extra_id_7> baik <extra_id_8> positive ; <extra_id_9> wifi <extra_id_10> tidak ada <extra_id_11> negative ; <extra_id_12> air panas <extra_id_13> lancar <extra_id_14> positive ; <extra_id_15> wifi <extra_id_16> lumayan <extra_id_17> positive ; <extra_id_18> air panas <extra_id_19> tidak ada <extra_id_20> negative,aos
"baik . hanya saja di kamar saya terdapat senyum sehingga breakfast mealnya tidak dapat saya makan .| aspek : <extra_id_0> ,opini : <extra_id_1>",NULL,ao
"kamar bersih dan rapi keset depan kamar mandi kotor , jika kita menginjaknya dalam kaki basah maka lah .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> keset,a
"petugas ramah , fasilitas lumayan lengkap . kebersihan kurang begitu baik . perlu lebih teliti lagi .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> petugas <extra_id_1> positive ; <extra_id_2> fasilitas <extra_id_3> positive ; <extra_id_4> kebersihan <extra_id_5> negative,as
"2 kali pindah kamar , kamar pertama toilet tidak dapat digunakan karena closet bocor , kamar kedua ac tidak dingin lalu pindah ke kamar ketiga awalnya toilet tidak keluar air dan harus tunggu 2 jam baru keluar air .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> toilet <extra_id_1> tidak dapat digunakan <extra_id_2> negative ; <extra_id_3> closet <extra_id_4> bocor <extra_id_5> negative ; <extra_id_6> ac <extra_id_7> tidak dingin <extra_id_8> negative,aos
"tempat bersih , petugas ramah dan cantik .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> ramah ; <extra_id_2> cantik,o
"kamarnya bagus , kamad mandinya luas .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamarnya <extra_id_1> positive ; <extra_id_2> kamad mandinya <extra_id_3> positive,as
"tidak terdapat air panas buat minum .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> air panas <extra_id_1> tidak terdapat,ao
kamar nyaman dan bersih . terimakasih .| aspek : <extra_id_0>,<extra_id_0> kamar,a
berkesan karena dekat kemana - mana tetapi yang buat saya kecewa kamarnya jorok .| opini : <extra_id_0>,<extra_id_0> jorok,o
"memuaskan sih , dimana harga yang ekonomis namun fasilitas maksimalis .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> harga <extra_id_1> ekonomis ; <extra_id_2> fasilitas <extra_id_3> maksimalis ; <extra_id_4> NULL <extra_id_5> memuaskan,ao
"ukuran kamar kecil tetapi cukup lah , wifi kebetulan lagi rusak , sinyal sangat susah karena kamar dilantai bawah , kebersihan baik , ac dingin , tv ada dan berfungsi . selimut , handuk , snack , air mineral disediakan . pelayanan bapak kosnya cukup baik dan helpful .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> kecil <extra_id_2> negative ; <extra_id_3> kamar <extra_id_4> cukup <extra_id_5> neutral ; <extra_id_6> wifi <extra_id_7> rusak <extra_id_8> negative ; <extra_id_9> sinyal <extra_id_10> sangat susah <extra_id_11> negative ; <extra_id_12> kebersihan <extra_id_13> baik <extra_id_14> positive ; <extra_id_15> ac <extra_id_16> dingin <extra_id_17> positive ; <extra_id_18> tv <extra_id_19> ada <extra_id_20> positive ; <extra_id_21> tv <extra_id_22> berfungsi <extra_id_23> positive ; <extra_id_24> selimut <extra_id_25> disediakan <extra_id_26> positive ; <extra_id_27> handuk <extra_id_28> disediakan <extra_id_29> positive ; <extra_id_30> snack <extra_id_31> disediakan <extra_id_32> positive ; <extra_id_33> air mineral <extra_id_34> disediakan <extra_id_35> positive ; <extra_id_36> pelayanan bapak kosnya <extra_id_37> cukup baik <extra_id_38> positive ; <extra_id_39> pelayanan bapak kosnya <extra_id_40> helpful <extra_id_41> positive,aos
kamar nya bersih dan mbakmbak nya ramah dan selalu di kasih kamar no 1 .| opini : <extra_id_0>,<extra_id_0> bersih ; <extra_id_1> ramah,o
"harga murah banget . tempat nyaman , tenang , bersih pas banget buat backpacker .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> harga <extra_id_1> murah banget ; <extra_id_2> tempat <extra_id_3> nyaman ; <extra_id_4> tempat <extra_id_5> tenang ; <extra_id_6> tempat <extra_id_7> bersih,ao
pelayan oke cuma pas menginap bath tub tidak ada penutup nya dan wc nya wc nya tidak ada semprotan nya pakai tisu saja .| opini : <extra_id_0>,<extra_id_0> oke ; <extra_id_1> tidak ada ; <extra_id_2> tidak ada,o
"alhamdulillah . baik dan pas buat keluarga kecil .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> baik <extra_id_2> positive,aos
"saya pesan twin , dapetnya doble . ternyata diberikan kepada yang lain . untungnya anak saya oke oke "" saja , ngomongngomong mas recepsionis nya minta maaf juga . hal ini harus dijadikan catetan ! kamar bersih , parkiran harus diperluas .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> parkiran,a
"kamar bersih , wangi cukup nyaman untuk liburan buat backpacker murah tetapi tidak murahan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> kamar <extra_id_4> wangi <extra_id_5> positive ; <extra_id_6> kamar <extra_id_7> cukup nyaman <extra_id_8> positive ; <extra_id_9> NULL <extra_id_10> murah <extra_id_11> positive ; <extra_id_12> NULL <extra_id_13> tidak murahan <extra_id_14> positive,aos
"aliran air kamar mandinya tersumbat , jadi habis dipakai air menggenang dan berbau .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> aliran air kamar mandinya <extra_id_1> negative ; <extra_id_2> air <extra_id_3> negative,as
"kamar bersih , fasilitas sesuai deskripsi .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive ; <extra_id_2> fasilitas <extra_id_3> positive,as
"kamarnya bersih . pelayanan ramah . makanan juga enak .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamarnya <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> pelayanan <extra_id_4> ramah <extra_id_5> positive ; <extra_id_6> makanan <extra_id_7> enak <extra_id_8> positive,aos
"pelayanannya sangat kurang . harusnya bisa check in jam 14.00 bahkan check in jam 16.30 kamarnya masih belum dirapikan . untuk fasilitas kolam renang airnya kurang terawat . pesan 2 kamar sampai tempat dapat 1 kamar , dan yang 1 kamarnya dikasih dekat pintu gerbang dan kayaknya dekat sepitank . karena bau banget . untung cuma 1 hari .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanannya <extra_id_1> sangat kurang <extra_id_2> negative ; <extra_id_3> kolam renang airnya <extra_id_4> kurang terawat <extra_id_5> negative,aos
"baik , aman dan nyaman .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> baik ; <extra_id_2> NULL <extra_id_3> aman ; <extra_id_4> NULL <extra_id_5> nyaman,ao
"kamar luas , tempat strategis .| opini : <extra_id_0>",<extra_id_0> luas ; <extra_id_1> strategis,o
sungguh sangat memberikan keutamaan bagi tamu nya tingkatkan terus sop nya dan saya sangat puas menginap di sini .| aspek : <extra_id_0>,<extra_id_0> NULL,a
"sangat kecewa , wc nya kotor banget , tidak layak pakai dan tv runyem , dan tidak ada makanan snack nya dan gaada paket sabun , samponya .| aspek : <extra_id_0>",<extra_id_0> wc nya ; <extra_id_1> tv ; <extra_id_2> makanan snack nya ; <extra_id_3> paket sabun ; <extra_id_4> samponya ; <extra_id_5> NULL,a
"bagus , bersih fasilitas lengkap , recoment .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> fasilitas <extra_id_1> lengkap ; <extra_id_2> NULL <extra_id_3> bagus ; <extra_id_4> NULL <extra_id_5> bersih ; <extra_id_6> NULL <extra_id_7> recoment,ao
bersih . nyaman . ramah . dekat dengan taman safari .| opini : <extra_id_0>,<extra_id_0> bersih ; <extra_id_1> nyaman ; <extra_id_2> ramah,o
"oke saja , tetapi ac nya berisik banget sudah .| aspek : <extra_id_0>",<extra_id_0> ac nya ; <extra_id_1> NULL,a
"pelayanan memuaskan , cuma air hangatnya tidak jalan .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> memuaskan ; <extra_id_2> air hangatnya <extra_id_3> tidak jalan,ao
"bising , kurang bersih .| aspek : <extra_id_0>",<extra_id_0> NULL,a
"airy eco sanur beach . lokasinya sangat dekat dengan pantai sanur . berada di ananda beach hotel .| aspek : <extra_id_0> ,opini : <extra_id_1>",NULL,ao
"kamar nya bersih cuma agak berisik suara mesin air penghangat .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar nya <extra_id_1> bersih ; <extra_id_2> mesin air penghangat <extra_id_3> agak berisik,ao
